video_id,video_path,begin_frame,end_frame,captions,subject,predicate,object
v_VgQ6a7oVx7g,https://www.youtube.com/watch?v=VgQ6a7oVx7g,14.10000038,56.09000015, The guy swings his body while holding on to the bars.,guy,swings,body
v_VgQ6a7oVx7g,https://www.youtube.com/watch?v=VgQ6a7oVx7g,56.40000153,62.66999817," The guy flips off the bars and lands on his feet, claps, and begins to leave.",guy,flips,bars
v_VgQ6a7oVx7g,https://www.youtube.com/watch?v=VgQ6a7oVx7g,62.04000092,62.66999817, A man approaches the guy clapping.,man,approaches,clapping
v_21krmbuT21s,https://www.youtube.com/watch?v=21krmbuT21s,0,3.190000057,Two gymasts are performing in front of a crowd.,gymasts,performing,front
v_21krmbuT21s,https://www.youtube.com/watch?v=21krmbuT21s,3.769999981,7.550000191, One is spinning constantly on a beam.,One,spinning,beam
v_21krmbuT21s,https://www.youtube.com/watch?v=21krmbuT21s,8.710000038,49.06000137," The man in red mounts and begins to spin, performing several tricks.",,man,mounts
v_21krmbuT21s,https://www.youtube.com/watch?v=21krmbuT21s,50.22000122,58.06000137," The man dismounts, and puts one victorious arm up into the air.",,dismounts,arm
v_1JHqxhajh60,https://www.youtube.com/watch?v=1JHqxhajh60,0,99.84999847,A hand is holding a shower head close to a dog.,hand,holding,head
v_1JHqxhajh60,https://www.youtube.com/watch?v=1JHqxhajh60,0.5,99.34999847, The dog moves around the bathtub as he tries to bite the water being splashed on him.,dog,moves,bathtub
v_EmlmKZ6Gi3Y,https://www.youtube.com/watch?v=EmlmKZ6Gi3Y,11.28999996,20.52000046,There's a large team of participants getting ready to do engage in a water tubing activity.,,"""s""",participants
v_EmlmKZ6Gi3Y,https://www.youtube.com/watch?v=EmlmKZ6Gi3Y,20.52000046,48.22999954, They walk down a hilly terrain to the river.,They,walk,terrain
v_EmlmKZ6Gi3Y,https://www.youtube.com/watch?v=EmlmKZ6Gi3Y,48.22999954,82.09999847, They get onto their tubes and begin going down the rapids.,They,get,tubes
v_EmlmKZ6Gi3Y,https://www.youtube.com/watch?v=EmlmKZ6Gi3Y,126.2200012,154.9600067, They all begin their journey down the rapids as the water starts getting more turbulent.,They,begin,journey
v_EmlmKZ6Gi3Y,https://www.youtube.com/watch?v=EmlmKZ6Gi3Y,154.9600067,183.6900024, They continue going along the with water current as they flow steadily through the water.,They,continue,the
v_EmlmKZ6Gi3Y,https://www.youtube.com/watch?v=EmlmKZ6Gi3Y,82.09999847,126.2200012, The participants seem very calm and happy as they wave to the camera.,participants,seem,camera
v_EmlmKZ6Gi3Y,https://www.youtube.com/watch?v=EmlmKZ6Gi3Y,183.6900024,188.8200073, Then they all arrive at banks of the river where the water is calm and steady flowing.,they,arrive,banks
v_hQXWnoipdFE,https://www.youtube.com/watch?v=hQXWnoipdFE,20,50.75999832,The video is represented by North Face and Cliff Bar where they show mountain climbers at Yosemite National Park.,video,represented,Face
v_hQXWnoipdFE,https://www.youtube.com/watch?v=hQXWnoipdFE,50.75999832,87.68000031, There are several people talking about the fascination of mountain climbing.,,are,fascination
v_hQXWnoipdFE,https://www.youtube.com/watch?v=hQXWnoipdFE,87.68000031,111.5299988, There are pictures of people wearing bandanas shown sitting on the mountain tops.,,are,people
v_hQXWnoipdFE,https://www.youtube.com/watch?v=hQXWnoipdFE,111.5299988,136.9100037, There's a man who is mountain climbing on a steep slope.,who,"""s""",slope
v_hQXWnoipdFE,https://www.youtube.com/watch?v=hQXWnoipdFE,136.9100037,146.9100037, Another man takes a leap from the top of mountain in an attempt to bungee jump from that height.,man,takes,leap
v_pHZogKGkc9o,https://www.youtube.com/watch?v=pHZogKGkc9o,0,5.829999924,A group of young boys are inside a basketball court.,group,are,boys
v_pHZogKGkc9o,https://www.youtube.com/watch?v=pHZogKGkc9o,35.38999939,41.63000107," Some of the boys watch from the sidelines, waiting for their turn.",Some,watch,boys
v_pHZogKGkc9o,https://www.youtube.com/watch?v=pHZogKGkc9o,7.079999924,34.13999939, They play a game while the coach cheers them on and instructs them.,They,play,game
v_9V7cMp_w1_0,https://www.youtube.com/watch?v=9V7cMp_w1_0,0,37.97000122,Winter scenes with vehicles and heavy snow are shown.,scenes,shown,vehicles
v_9V7cMp_w1_0,https://www.youtube.com/watch?v=9V7cMp_w1_0,95.37000275,120.9800034, More scenes from a winter storm are shown.,scenes,shown,storm
v_9V7cMp_w1_0,https://www.youtube.com/watch?v=9V7cMp_w1_0,37.97000122,58.27999878," Scenes from the interior of an airport are shown, with people walking around or waiting.",Scenes,shown,interior
v_9V7cMp_w1_0,https://www.youtube.com/watch?v=9V7cMp_w1_0,120.9800034,136.8699951, Scenes of people cleaning snow off their vehicles are shown.,Scenes,shown,people
v_9V7cMp_w1_0,https://www.youtube.com/watch?v=9V7cMp_w1_0,58.27999878,75.94000244, A woman talks to the camera.,woman,talks,camera
v_9V7cMp_w1_0,https://www.youtube.com/watch?v=9V7cMp_w1_0,135.9900055,147.4700012, A different woman talks to the camera.,,talks,camera
v_9V7cMp_w1_0,https://www.youtube.com/watch?v=9V7cMp_w1_0,147.4700012,150.1199951, A car drives away from the camera.,car,drives,camera
v_9V7cMp_w1_0,https://www.youtube.com/watch?v=9V7cMp_w1_0,151.8899994,166.8999939, Two people talk to the camera.,people,talk,camera
v_9V7cMp_w1_0,https://www.youtube.com/watch?v=9V7cMp_w1_0,166.8999939,176.6100006, A truck drives away from the camera.,truck,drives,camera
v_9V7cMp_w1_0,https://www.youtube.com/watch?v=9V7cMp_w1_0,75.05999756,94.48999786, A man cleans snow off a car.,man,cleans,snow
v_NOxiMgQMeuk,https://www.youtube.com/watch?v=NOxiMgQMeuk,0,24.85000038,A woman is shown with a paintbrush and a piece of canvas.,woman,shown,paintbrush
v_NOxiMgQMeuk,https://www.youtube.com/watch?v=NOxiMgQMeuk,35.31999969,88.29000092, She uses green paint to fill in a drawing of a plant.,She,uses,paint
v_NOxiMgQMeuk,https://www.youtube.com/watch?v=NOxiMgQMeuk,100.7200012,130.8000031," She goes around in circles, painting the image.",She,goes,circles
v_6tveUnZe7WA,https://www.youtube.com/watch?v=6tveUnZe7WA,0,19.23999977,A white male is dressed outside in a Scotland uniform standing outside in the middle of a cemetery.,male,dressed,uniform
v_6tveUnZe7WA,https://www.youtube.com/watch?v=6tveUnZe7WA,19.23999977,43.27999878,"As he is standing,he plays the bag pipes with the American Flag hanging down from them.",he,plays,pipes
v_6tveUnZe7WA,https://www.youtube.com/watch?v=6tveUnZe7WA,43.52999878,50.61999893,"When he is finished,he begins to look to his right,shakes his head,catches his breath and keeps playing.",he,begins,right
v_jzDXtd0__DM,https://www.youtube.com/watch?v=jzDXtd0__DM,0,33.40999985,A close up of a sign is seen followed by a young couple looking to the camera.,close,seen,sign
v_jzDXtd0__DM,https://www.youtube.com/watch?v=jzDXtd0__DM,30.70000076,112.8600006, Other people are seen standing on the side and watching the other two.,people,seen,side
v_jzDXtd0__DM,https://www.youtube.com/watch?v=jzDXtd0__DM,107.4499969,174.2599945, The coupe hold on and then jump off the side while the others stand and watch.,coupe,hold,side
v_vX8L1RcZ4cc,https://www.youtube.com/watch?v=vX8L1RcZ4cc,0,9.199999809,A little boy doing karate is yelling commands.,boy,yelling,karate
v_vX8L1RcZ4cc,https://www.youtube.com/watch?v=vX8L1RcZ4cc,9.199999809,21.54999924," He starts to do some of his karate moves, moving all around the court.",He,starts,some
v_vX8L1RcZ4cc,https://www.youtube.com/watch?v=vX8L1RcZ4cc,21.03000069,37.06000137, He is a blue belt being judged for his skills.,He,is,skills
v_vX8L1RcZ4cc,https://www.youtube.com/watch?v=vX8L1RcZ4cc,39.68999863,52.56999969, He bows gracefully before walking off and the judges throw up their flags.,He,bows,flags
v_3TbZ7uSYUe8,https://www.youtube.com/watch?v=3TbZ7uSYUe8,0,26.72999954,A group of men are standing on a diving board and they take terms jumping off of the diving board.,group,standing,men
v_3TbZ7uSYUe8,https://www.youtube.com/watch?v=3TbZ7uSYUe8,26.23999977,32.59999847,"As the last person jumps off the board,a group of men are shown walking across the pool.",person,shown,board
v_FhbsTTHT2Zs,https://www.youtube.com/watch?v=FhbsTTHT2Zs,0,17.04000092,"A woman with blonde hair,a purple jacket and black gloves on is standing near a stable talking.",woman,standing,hair
v_FhbsTTHT2Zs,https://www.youtube.com/watch?v=FhbsTTHT2Zs,17.75,39.04999924,"As she continues talking,her saddle is shown and she begins talking about the specifics of it.",she,shown,specifics
v_FhbsTTHT2Zs,https://www.youtube.com/watch?v=FhbsTTHT2Zs,39.40999985,71.01000214,The lady then puts it on the horse and begins rubbing certain parts of it to make sure it is secure.,lady,puts,it
v_xld0M1MXNiE,https://www.youtube.com/watch?v=xld0M1MXNiE,0,0.860000014,A close up of a globe is shown with a person pointing a hookah at it.,close,shown,globe
v_xld0M1MXNiE,https://www.youtube.com/watch?v=xld0M1MXNiE,0.699999988,1.919999957, The man is then seen looking closely to the camera.,man,seen,camera
v_xld0M1MXNiE,https://www.youtube.com/watch?v=xld0M1MXNiE,1.789999962,6.630000114, He finally blows smoke rings out of his mouth.,He,blows,rings
v_0SmA1cGocz4,https://www.youtube.com/watch?v=0SmA1cGocz4,0,17.13999939,The word curling appears on the screen numerous times.,word,appears,screen
v_0SmA1cGocz4,https://www.youtube.com/watch?v=0SmA1cGocz4,22.5,107.1399994," A woman is shown having her hair dried, brushed, and curled by a specialist.",woman,shown,specialist
v_0SmA1cGocz4,https://www.youtube.com/watch?v=0SmA1cGocz4,112.4899979,177.8500061," He places her hair is rollers, then takes them down and styles it.",He,takes,hair
v_0SmA1cGocz4,https://www.youtube.com/watch?v=0SmA1cGocz4,183.1999969,214.2700043, Then she poses with her new hair style.,she,poses,style
v_py4ekPd5G_k,https://www.youtube.com/watch?v=py4ekPd5G_k,0,17.55999947,Several shots of a building are shown as well as a lake surrounded by trees.,shots,shown,building
v_py4ekPd5G_k,https://www.youtube.com/watch?v=py4ekPd5G_k,15.40999985,51.59999847, Many people are seen riding canoes and a person's feet and legs are shown.,people,seen,
v_py4ekPd5G_k,https://www.youtube.com/watch?v=py4ekPd5G_k,50.16999817,71.66999817, The people ride down the river while the camera pans in more landscapes and trees.,people,ride,river
v_5IkU9svJFRI,https://www.youtube.com/watch?v=5IkU9svJFRI,0,1.74000001,We see a boy squatting in the dirt.,We,see,dirt
v_5IkU9svJFRI,https://www.youtube.com/watch?v=5IkU9svJFRI,1.74000001,13.22000027, We then see the title screen.,We,see,screen
v_5IkU9svJFRI,https://www.youtube.com/watch?v=5IkU9svJFRI,35.15000153,69.59999847, We see 2 title cards about starting fires for survival and the website is show before the end screens.,We,see,cards
v_5IkU9svJFRI,https://www.youtube.com/watch?v=5IkU9svJFRI,12.88000011,22.96999931, The little boy attempts to make a campfire using a flint.,boy,attempts,campfire
v_5IkU9svJFRI,https://www.youtube.com/watch?v=5IkU9svJFRI,25.75,32.02000046, The boy stands up next to his fire.,boy,stands,fire
v_5IkU9svJFRI,https://www.youtube.com/watch?v=5IkU9svJFRI,21.22999954,26.45000076, Small flames start and grow.,flames,start,
v_3YiGMRp-7B4,https://www.youtube.com/watch?v=3YiGMRp-7B4,0,2.039999962,A group of people are standing in a parking lot.,group,standing,people
v_3YiGMRp-7B4,https://www.youtube.com/watch?v=3YiGMRp-7B4,3.349999905,12.69999981, The people move in several martial arts techniques.,people,move,techniques
v_3YiGMRp-7B4,https://www.youtube.com/watch?v=3YiGMRp-7B4,12.69999981,23.95999908, They kick and punch back and forth.,They,kick,
v_WGzUnE043iA,https://www.youtube.com/watch?v=WGzUnE043iA,4.21999979,73.41999817,"A man in a canoe talks and paddles in a lake surrounded by large rocks, trees, foliage, stray kayaks, and other people in canoes.",,man,talks
v_WGzUnE043iA,https://www.youtube.com/watch?v=WGzUnE043iA,4.21999979,29.54000092,  The man begins at a profile view holding a paddle while sitting in a canoe and talking to a camera occasionally pointing to a nearby shore with the paddle.,man,begins,view
v_WGzUnE043iA,https://www.youtube.com/watch?v=WGzUnE043iA,29.12000084,51.90000153,  The man then uses the paddle in the water to push the canoe off deeper into the water.,man,uses,paddle
v_WGzUnE043iA,https://www.youtube.com/watch?v=WGzUnE043iA,54.00999832,73,"  The man begins to paddle freely in the water, passing along the way, a group of people on a canoe and several stray canoes and kayaks in the water, before facing the camera again in a close up and talking.",man,begins,water
v_aDDq5ofaFHI,https://www.youtube.com/watch?v=aDDq5ofaFHI,0,57.36000061,"White words appear on the screen and say ""THE AMERICAN DREAM"" and a man wearing a helmet jumps onto the dirt hill path and continues to walk down, grabs his skateboard and begins skating on the road at the end of the hill of a very scenic area.",words,appear,screen
v_aDDq5ofaFHI,https://www.youtube.com/watch?v=aDDq5ofaFHI,57.36000061,81.72000122, The man is now skating in a road in a residential area where he passes many homes with cars  parked on the roads.,man,skating,road
v_aDDq5ofaFHI,https://www.youtube.com/watch?v=aDDq5ofaFHI,81.72000122,145.3699951," The man continues to skate through residential areas, water edges along parks, harbors, cities and etcetera.",man,continues,areas
v_aDDq5ofaFHI,https://www.youtube.com/watch?v=aDDq5ofaFHI,145.3699951,157.1499939, The man ends with a walk along a rocky beach and carrying his skateboard on his right shoulder.,man,ends,walk
v_4d3RtnuVCV4,https://www.youtube.com/watch?v=4d3RtnuVCV4,0,126.6399994,A video of the UConn women's field hockey team is shown.,video,shown,team
v_4d3RtnuVCV4,https://www.youtube.com/watch?v=4d3RtnuVCV4,39.25999832,126.6399994,  The coach talks to the players and they have a practice.,they,talks,players
v_SCGQIhvDcIo,https://www.youtube.com/watch?v=SCGQIhvDcIo,0,10.68999958,"The ""LLumar"" logo appears on screen.",logo,appears,screen
v_SCGQIhvDcIo,https://www.youtube.com/watch?v=SCGQIhvDcIo,207.4199982,213.8300018," The ""LLumar"" logo reappears on screen.",logo,reappears,screen
v_SCGQIhvDcIo,https://www.youtube.com/watch?v=SCGQIhvDcIo,11.76000023,48.11000061," A young girl with a pool cue walks to a pool table, the camera focuses on her low cut top.",girl,focuses,cue
v_SCGQIhvDcIo,https://www.youtube.com/watch?v=SCGQIhvDcIo,49.18000031,205.2799988, Several women play pool at the table in revealing clothing.,women,play,pool
v_hsJJbTqSQR4,https://www.youtube.com/watch?v=hsJJbTqSQR4,0,3.920000076,A young girl is seen standing on a tennis court holding a racket.,girl,seen,court
v_hsJJbTqSQR4,https://www.youtube.com/watch?v=hsJJbTqSQR4,4.119999886,9.800000191, The woman begins swinging the racket while another boy stands beside her.,woman,begins,racket
v_hsJJbTqSQR4,https://www.youtube.com/watch?v=hsJJbTqSQR4,9.260000229,12.90999985, The woman continues swinging and walks back to the boy.,woman,continues,boy
v_w-6Oo3bgms4,https://www.youtube.com/watch?v=w-6Oo3bgms4,0,18.30999947,Several men are playing soccer in a gym.,men,playing,soccer
v_w-6Oo3bgms4,https://www.youtube.com/watch?v=w-6Oo3bgms4,4.010000229,17.73999977, There are some spectators in the background.,,are,background
v_w-6Oo3bgms4,https://www.youtube.com/watch?v=w-6Oo3bgms4,19.45999908,32.04999924, There are spectators in the background.,,are,background
v_w-6Oo3bgms4,https://www.youtube.com/watch?v=w-6Oo3bgms4,18.88999939,32.04999924, Another group of men are playing soccer.,group,playing,men
v_w-6Oo3bgms4,https://www.youtube.com/watch?v=w-6Oo3bgms4,33.18999863,114.4700012, Various scenes of soccer matches are shown with spectators.,scenes,shown,matches
v_Y8WY_c3onSY,https://www.youtube.com/watch?v=Y8WY_c3onSY,0,2.809999943,A couple girls are seen riding down a long slide in the middle of a park.,girls,seen,slide
v_Y8WY_c3onSY,https://www.youtube.com/watch?v=Y8WY_c3onSY,1.549999952,5.019999981, More children ride down the slide while a mother helps the kids at the top.,children,ride,slide
v_u3B3M17akWU,https://www.youtube.com/watch?v=u3B3M17akWU,0.360000014,17.95000076,A woman is seen sitting down holding an ice cream while looking at the camera.,woman,seen,cream
v_u3B3M17akWU,https://www.youtube.com/watch?v=u3B3M17akWU,12.92000008,35, She continues to eat the ice cream as the camera pans around her and watching her eat.,She,continues,cream
v_-G8N5FxjZbw,https://www.youtube.com/watch?v=-G8N5FxjZbw,0,27.98999977,A man is seen playing a set of bagpipes while people behind him push around bicycles.,man,seen,set
v_-G8N5FxjZbw,https://www.youtube.com/watch?v=-G8N5FxjZbw,31.47999954,93.87000275, He is seen playing again while more people walk in and out of frame with children and dogs.,He,seen,frame
v_-G8N5FxjZbw,https://www.youtube.com/watch?v=-G8N5FxjZbw,83.37999725,112.5299988, Some people stop to hear him play and he stops to look to the camera.,people,stop,camera
v_gXKGS1N3zuM,https://www.youtube.com/watch?v=gXKGS1N3zuM,12.10000038,113.4599991,A belly dancer dressed in red and black is demonstrating how to hip circles and shimmy.,dancer,demonstrating,red
v_gXKGS1N3zuM,https://www.youtube.com/watch?v=gXKGS1N3zuM,40.09000015,113.4599991, She is standing with her feet hip width apart.,She,standing,
v_gXKGS1N3zuM,https://www.youtube.com/watch?v=gXKGS1N3zuM,97.56999969,141.4499969, She simultaneously moves her hips and as she moves sideways.,She,moves,hips
v_gXKGS1N3zuM,https://www.youtube.com/watch?v=gXKGS1N3zuM,132.3699951,141.4499969, She repeats the steps going back and forth as she twirls her hips.,She,repeats,hips
v_gXKGS1N3zuM,https://www.youtube.com/watch?v=gXKGS1N3zuM,67.31999969,141.4499969, Then she shows how to do the foot work as she moves her hips in circles.,she,shows,work
v_gXKGS1N3zuM,https://www.youtube.com/watch?v=gXKGS1N3zuM,114.2200012,141.4499969, Then she extends her hands and up on one side as she continues to move along sideways.,she,extends,hands
v_SQncxXAlBFE,https://www.youtube.com/watch?v=SQncxXAlBFE,0,43.95999908,A woman body builder slowly lifts a giant barbell of weights up into the air.,builder,lifts,barbell
v_SQncxXAlBFE,https://www.youtube.com/watch?v=SQncxXAlBFE,49.61000061,125.5999985," She lifts it to her chest, Then over her head before freezing in place.",She,lifts,it
v_k3yRK68SEDE,https://www.youtube.com/watch?v=k3yRK68SEDE,0,41.04999924,Two men are sitting at a table.,men,sitting,table
v_k3yRK68SEDE,https://www.youtube.com/watch?v=k3yRK68SEDE,6.159999847,36.13000107, The men engage in a game of arm wrestling.,men,engage,game
v_k3yRK68SEDE,https://www.youtube.com/watch?v=k3yRK68SEDE,36.33000183,41.04999924, One of them beats the other.,One,beats,them
v_MBouLt-hXDU,https://www.youtube.com/watch?v=MBouLt-hXDU,0,52.68999863,"Cake chemistry explaining how to do a at home experiment, They give all the ingredients needed and begin to explain what they will be doing.",chemistry,give,a
v_MBouLt-hXDU,https://www.youtube.com/watch?v=MBouLt-hXDU,52.68999863,100.6900024, The start to give step by step instructions on how to mix the ingredients together.,,start,step
v_MBouLt-hXDU,https://www.youtube.com/watch?v=MBouLt-hXDU,52.68999863,94.83999634, They give very detailed information about what to do before putting them in the oven.,They,give,information
v_MBouLt-hXDU,https://www.youtube.com/watch?v=MBouLt-hXDU,94.83999634,234.1699982," Once, they come out of the oven they explain the difference between all of the cakes and the different ingredients they did not put in each to see why the results were different.",they,explain,oven
v_rbDbXXqaZaM,https://www.youtube.com/watch?v=rbDbXXqaZaM,0,104.1500015,A man drives a mowing machine to cut the grass of a backyard.,man,drives,machine
v_rbDbXXqaZaM,https://www.youtube.com/watch?v=rbDbXXqaZaM,104.7300034,117.6800003, The man pass on front the home to continues mowing the other parts of the yard.,man,pass,front
v_htfrXrKUIzg,https://www.youtube.com/watch?v=htfrXrKUIzg,2.559999943,54.43999863,A man is seen standing behind a large animal holding a razor and speaking to the camera.,man,seen,animal
v_htfrXrKUIzg,https://www.youtube.com/watch?v=htfrXrKUIzg,53.79999924,126.1800003, The man then shaves all around the dog while stopping to speak to the camera and pet the dog.,man,shaves,dog
v_fynO9wmckLA,https://www.youtube.com/watch?v=fynO9wmckLA,0,46.22000122,"Two young men are standing indoors, talking to the camera.",men,standing,indoors
v_fynO9wmckLA,https://www.youtube.com/watch?v=fynO9wmckLA,50.47000122,106.2600021," They demonstrate how they run on a track, and do a long jump into sand.",They,demonstrate,track
v_pmPEfkb8roQ,https://www.youtube.com/watch?v=pmPEfkb8roQ,0,11.72999954,A fence in front of a house is shown.,fence,shown,front
v_pmPEfkb8roQ,https://www.youtube.com/watch?v=pmPEfkb8roQ,11.72999954,30.86000061, A man wearing white starts painting the fence.,,man,starts
v_0MtST08F2Xc,https://www.youtube.com/watch?v=0MtST08F2Xc,3.869999886,7.369999886,A person in blue pants is raking some fallen leaves from the ground.,person,raking,pants
v_0MtST08F2Xc,https://www.youtube.com/watch?v=0MtST08F2Xc,27.28000069,27.64999962, The person is moving the rake in circles as the dogs are jumping around him.,person,moving,rake
v_0MtST08F2Xc,https://www.youtube.com/watch?v=0MtST08F2Xc,7.369999886,12.89999962, There is a black dog and a white dog jumping around the person raking the leaves.,,is,person
v_0MtST08F2Xc,https://www.youtube.com/watch?v=0MtST08F2Xc,12.89999962,17.87999916, The white dog is trying to bite off the rake.,dog,trying,rake
v_0MtST08F2Xc,https://www.youtube.com/watch?v=0MtST08F2Xc,17.87999916,27.28000069," Both the dogs are playing around the man raking the leaves, trying to bite the rake.",dogs,playing,man
v_AEH6JEd_03c,https://www.youtube.com/watch?v=AEH6JEd_03c,15.89999962,104.4300003,A butterfly is flying on the screen with words on slides.,butterfly,flying,screen
v_AEH6JEd_03c,https://www.youtube.com/watch?v=AEH6JEd_03c,51.95000076,73.69000244, A person is mixing ingredients in a bowl.,person,mixing,ingredients
v_AEH6JEd_03c,https://www.youtube.com/watch?v=AEH6JEd_03c,74.22000122,84.81999969, They spoon the dough onto a cookie sheet.,They,spoon,dough
v_AEH6JEd_03c,https://www.youtube.com/watch?v=AEH6JEd_03c,83.76000214,94.36000061, Bakes cookies are shown stacked up on a plate.,cookies,shown,plate
v_P6lwZ6gKvUw,https://www.youtube.com/watch?v=P6lwZ6gKvUw,1.370000005,57.34999847,A person is seen sitting in a chair and leads into her peeling a potato with a knife.,person,seen,chair
v_P6lwZ6gKvUw,https://www.youtube.com/watch?v=P6lwZ6gKvUw,61.45000076,132.4600067, The person then finishes peeling the potatoes and putting it down.,person,finishes,potatoes
v_JV4ss42WZG8,https://www.youtube.com/watch?v=JV4ss42WZG8,0.99000001,19.75,A person is seen cutting up various fruits while also seen speaking to the camera.,person,seen,fruits
v_JV4ss42WZG8,https://www.youtube.com/watch?v=JV4ss42WZG8,16.79000092,50.02999878, The person mixes various ingredients into a container of water.,person,mixes,ingredients
v_JV4ss42WZG8,https://www.youtube.com/watch?v=JV4ss42WZG8,45.41999817,64.18000031, The person spins around the container in the end.,person,spins,container
v_vw64k9rIi_g,https://www.youtube.com/watch?v=vw64k9rIi_g,0.079999998,15.15999985,A person's hand washes a grey cat in a white tub of water.,hand,washes,cat
v_vw64k9rIi_g,https://www.youtube.com/watch?v=vw64k9rIi_g,0.689999998,6.079999924,  A hand with a tattoo appears and wipes the cat's back with a red cloth.,hand,appears,tattoo
v_vw64k9rIi_g,https://www.youtube.com/watch?v=vw64k9rIi_g,7.079999924,12.31999969,  The hand then wipes the cat's neck and the back of its head with the red cloth.,hand,wipes,neck
v_vw64k9rIi_g,https://www.youtube.com/watch?v=vw64k9rIi_g,12.39000034,15.09000015,"  The hand, finally, lets the red cloth fall into the water as the hand holds itself up to the cat's nose.",hand,lets,water
v_vw64k9rIi_g,https://www.youtube.com/watch?v=vw64k9rIi_g,0.379999995,8.470000267,"  A grey cat is sitting in a white tub of clear water, drenched in water.",cat,sitting,tub
v_heLlfK--Bx0,https://www.youtube.com/watch?v=heLlfK--Bx0,0,15.38000011,A girl is standing with her back turned on a court.,girl,standing,back
v_heLlfK--Bx0,https://www.youtube.com/watch?v=heLlfK--Bx0,17.39999962,47.34000015," She turns, accidentally dropping a rope.",She,turns,rope
v_heLlfK--Bx0,https://www.youtube.com/watch?v=heLlfK--Bx0,49.36000061,80.91999817," She then performs, spinning and jumping with the rope.",She,performs,rope
v_hR6VFvMXCN4,https://www.youtube.com/watch?v=hR6VFvMXCN4,0,28.79000092,A close up of a flame is shown followed by audience members standing up and athletes standing ready.,close,shown,flame
v_hR6VFvMXCN4,https://www.youtube.com/watch?v=hR6VFvMXCN4,28.04999924,57.58000183, Hitler then watches a man jump into a pit as well as several other runners after him.,Hitler,watches,man
v_hR6VFvMXCN4,https://www.youtube.com/watch?v=hR6VFvMXCN4,54.61999893,147.6300049, More athletes continue jumping while the audience gets riled up and ends with soldiers raising flags up to the sky.,athletes,continue,soldiers
v_Gpocjp7hSzU,https://www.youtube.com/watch?v=Gpocjp7hSzU,5.940000057,72.22000122,A chef shows all the ingredients to do pasta.,chef,shows,ingredients
v_Gpocjp7hSzU,https://www.youtube.com/watch?v=Gpocjp7hSzU,73.20999908,101.9000015," Then, the chef puts the pasta in hot water, then pours oil in a pan.",chef,puts,pasta
v_Gpocjp7hSzU,https://www.youtube.com/watch?v=Gpocjp7hSzU,101.9000015,164.2200012," Next, the chef adds to the pan the garlic, tomatoes, basil, salt, pepper and the cooked pasta and mix.",chef,adds,pan
v_Gpocjp7hSzU,https://www.youtube.com/watch?v=Gpocjp7hSzU,165.2100067,176.0899963," After, the chef adds the parmesan cheese on top the pasta and serves in a dish.",chef,adds,cheese
v_Gpocjp7hSzU,https://www.youtube.com/watch?v=Gpocjp7hSzU,177.0800018,197.8600006, The chef put cheese and two green leaves on top the pasta in the dish.,chef,put,cheese
v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,15.64999962,22.48999977,A woman ballerina dressed in a pink skirt and white blouse is standing in pose with her back bent forward and hands on her sides on a stage.,ballerina,standing,skirt
v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,47.91999817,74.31999969, Then a little girl ballerina comes and bumps into the woman.,ballerina,comes,woman
v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,22.48999977,47.91999817, A man in blue jeans and a white shirt walks in and strokes her back with a yellow cloth.,man,walks,jeans
v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,74.31999969,89.97000122, The woman breaks into a dance every time the little girl ballerina taps her.,woman,breaks,dance
v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,105.6100006,129.0800018, The woman starts doing some ballet moves.,woman,starts,moves
v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,89.97000122,105.6100006, The little girl picks up a pair of wings and tries to put it on her back.,girl,picks,pair
v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,129.0800018,150.6000061, She continues to dance to ballet moves as the little girl walks away.,She,continues,moves
v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,150.6000061,185.8000031, The woman ballerina twists and twirls on her toes as she dances to music.,she,twists,toes
v_BgsxbT9RCeg,https://www.youtube.com/watch?v=BgsxbT9RCeg,185.8000031,195.5800018, The crowd applauds and the man in the white shirt and blue jeans lifts her up and walks off the stage.,crowd,applauds,shirt
v_cByxAZfw_hM,https://www.youtube.com/watch?v=cByxAZfw_hM,0,51.06000137,man is running in a race track and make a long jump while people in stands is watching him an clapping.,man,running,track
v_cByxAZfw_hM,https://www.youtube.com/watch?v=cByxAZfw_hM,0,35.22999954, people on side of the racetrack is sitting on a side.,people,sitting,side
v_TGVWaA_xTGE,https://www.youtube.com/watch?v=TGVWaA_xTGE,0,73.77999878,A woman is seen sitting behind a set of bongo drums and playing along while speaking to the camera.,woman,seen,set
v_TGVWaA_xTGE,https://www.youtube.com/watch?v=TGVWaA_xTGE,47.34000015,114.9800034, The woman continues hitting the drums while speaking to the camera and singing along.,woman,continues,drums
v_vvdmMyyAtN0,https://www.youtube.com/watch?v=vvdmMyyAtN0,0,23.31999969,A woman is lying on a bed with her hair spread.,woman,lying,bed
